Manufacturer,Series,Model Number,AC Power (kW),Approval Date,Expiry date
SolaX Power Network Technology (Zhe jiang) Co Ltd,X1-BOOST G4,X1-BOOST-3.6K-G4 (AS4777-2 2020),3.680,15/05/2023,15/05/2026
SolaX Power Network Technology (Zhe jiang) Co Ltd,X1-BOOST G4,X1-BOOST-3K-G4 (AS4777-2 2020),3.000,15/05/2023,15/05/2026
SolaX Power Network Technology (Zhe jiang) Co Ltd,X1-BOOST G4,X1-BOOST-4.2K-G4 (AS4777-2 2020),4.200,15/05/2023,15/05/2026
SolaX Power Network Technology (Zhe jiang) Co Ltd,X1-BOOST G4,X1-BOOST-5K-G4 (AS4777-2 2020),5.000,15/05/2023,15/05/2026
SolaX Power Network Technology (Zhe jiang) Co Ltd,X1-BOOST G4,X1-BOOST-6K-G4 (AS4777-2 2020),6.000,15/05/2023,15/05/2026
SolaX Power Network Technology (Zhe jiang) Co Ltd,X1-IES,X1-IES-3.7K (AS4777-2 2020),3.680,30/07/2024,30/07/2027
SolaX Power Network Technology (Zhe jiang) Co Ltd,X1-IES,X1-IES-3K (AS4777-2 2020),3.000,30/07/2024,30/07/2027
SolaX Power Network Technology (Zhe jiang) Co Ltd,X1-IES,X1-IES-4.6K (AS4777-2 2020),4.600,30/07/2024,30/07/2027
SolaX Power Network Technology (Zhe jiang) Co Ltd,X1-IES,X1-IES-5K (AS4777-2 2020),4.999,30/07/2024,30/07/2027
SolaX Power Network Technology (Zhe jiang) Co Ltd,X1-IES,X1-IES-6K (AS4777-2 2020),6.000,30/07/2024,30/07/2027
SolaX Power Network Technology (Zhe jiang) Co Ltd,X1-IES,X1-IES-8K (AS4777-2 2020),8.000,30/07/2024,30/07/2027
SolaX Power Network Technology (Zhe jiang) Co Ltd,X1-MINI G4,X1-MINI-0.6K-G4 (AS4777-2 2020),0.600,13/05/2023,13/05/2026
SolaX Power Network Technology (Zhe jiang) Co Ltd,X1-MINI G4,X1-MINI-0.7K-G4 (AS4777-2 2020),0.700,13/05/2023,13/05/2026
SolaX Power Network Technology (Zhe jiang) Co Ltd,X1-MINI G4,X1-MINI-1.1K-G4 (AS4777-2 2020),1.100,13/05/2023,13/05/2026
SolaX Power Network Technology (Zhe jiang) Co Ltd,X1-MINI G4,X1-MINI-1.5K-G4 (AS4777-2 2020),1.500,13/05/2023,13/05/2026
SolaX Power Network Technology (Zhe jiang) Co Ltd,X1-MINI G4,X1-MINI-2.0K-G4 (AS4777-2 2020),2.000,13/05/2023,13/05/2026
SolaX Power Network Technology (Zhe jiang) Co Ltd,X1-MINI G4,X1-MINI-2.5K-G4 (AS4777-2 2020),2.500,13/05/2023,13/05/2026
SolaX Power Network Technology (Zhe jiang) Co Ltd,X1-MINI G4,X1-MINI-3.0K-G4 (AS4777-2 2020),3.000,13/05/2023,13/05/2026
SolaX Power Network Technology (Zhe jiang) Co Ltd,X1-MINI G4,X1-MINI-3.3K-G4 (AS4777-2 2020),3.300,13/05/2023,13/05/2026
SolaX Power Network Technology (Zhe jiang) Co Ltd,X1-Smart G2,X1-SMT-10K-G2 (AS4777-2 2020),9.999,2/04/2024,2/04/2027
SolaX Power Network Technology (Zhe jiang) Co Ltd,X1-Smart G2,X1-SMT-5K-G2 (AS4777-2 2020),4.999,2/04/2024,2/04/2027
SolaX Power Network Technology (Zhe jiang) Co Ltd,X1-Smart G2,X1-SMT-6K-G2 (AS4777-2 2020),6.000,2/04/2024,2/04/2027
SolaX Power Network Technology (Zhe jiang) Co Ltd,X1-Smart G2,X1-SMT-7K-G2 (AS4777-2 2020),7.000,2/04/2024,2/04/2027
SolaX Power Network Technology (Zhe jiang) Co Ltd,X1-Smart G2,X1-SMT-8K-G2 (AS4777-2 2020),8.000,2/04/2024,2/04/2027
SolaX Power Network Technology (Zhe jiang) Co Ltd,X1-Smart G2,X1-SMT-9K-G2 (AS4777-2 2020),9.000,2/04/2024,2/04/2027
SolaX Power Network Technology (Zhe jiang) Co Ltd,X3 Hybrid,X3-Hybrid-10.0-D (AS4777-2 2020),9.999,27/06/2025,19/05/2027
SolaX Power Network Technology (Zhe jiang) Co Ltd,X3 Hybrid,X3-Hybrid-12.0-D (AS4777-2 2020),12.000,27/06/2025,19/05/2027
SolaX Power Network Technology (Zhe jiang) Co Ltd,X3 Hybrid,X3-Hybrid-15.0-D (AS4777-2 2020),14.999,27/06/2025,19/05/2027
SolaX Power Network Technology (Zhe jiang) Co Ltd,X3 Hybrid,X3-Hybrid-5.0-D (AS4777-2 2020),4.999,27/06/2025,19/05/2027
SolaX Power Network Technology (Zhe jiang) Co Ltd,X3 Hybrid,X3-Hybrid-6.0-D (AS4777-2 2020),6.000,27/06/2025,19/05/2027
SolaX Power Network Technology (Zhe jiang) Co Ltd,X3 Hybrid,X3-Hybrid-8.0-D (AS4777-2 2020),8.000,27/06/2025,19/05/2027
SolaX Power Network Technology (Zhe jiang) Co Ltd,X3 MIC,X3-MIC-10K-G2 (AS4777-2 2020),10.000,1/07/2022,14/08/2025
SolaX Power Network Technology (Zhe jiang) Co Ltd,X3 MIC,X3-MIC-12K-G2 (AS4777-2 2020),12.000,1/07/2022,14/08/2025
SolaX Power Network Technology (Zhe jiang) Co Ltd,X3 MIC,X3-MIC-15K-G2 (AS4777-2 2020),15.000,1/07/2022,14/08/2025
SolaX Power Network Technology (Zhe jiang) Co Ltd,X3 MIC,X3-MIC-3K-G2 (AS4777-2 2020),3.000,1/07/2022,14/08/2025
SolaX Power Network Technology (Zhe jiang) Co Ltd,X3 MIC,X3-MIC-4K-G2 (AS4777-2 2020),4.000,1/07/2022,14/08/2025
SolaX Power Network Technology (Zhe jiang) Co Ltd,X3 MIC,X3-MIC-5K-G2 (AS4777-2 2020),5.000,1/07/2022,14/08/2025
SolaX Power Network Technology (Zhe jiang) Co Ltd,X3 MIC,X3-MIC-6K-G2 (AS4777-2 2020),6.000,1/07/2022,14/08/2025
SolaX Power Network Technology (Zhe jiang) Co Ltd,X3 MIC,X3-MIC-8K-G2 (AS4777-2 2020),8.000,1/07/2022,14/08/2025
SolaX Power Network Technology (Zhe jiang) Co Ltd,X3 Pro,X3-PRO-10K-G2 (AS4777-2 2020),10.000,28/06/2022,15/07/2025
SolaX Power Network Technology (Zhe jiang) Co Ltd,X3 Pro,X3-PRO-12K-G2 (AS4777-2 2020),12.000,28/06/2022,15/07/2025
SolaX Power Network Technology (Zhe jiang) Co Ltd,X3 Pro,X3-PRO-15K-G2 (AS4777-2 2020),15.000,28/06/2022,15/07/2025
SolaX Power Network Technology (Zhe jiang) Co Ltd,X3 Pro,X3-PRO-17K-G2 (AS4777-2 2020),17.000,28/06/2022,15/07/2025
SolaX Power Network Technology (Zhe jiang) Co Ltd,X3 Pro,X3-PRO-20K-G2 (AS4777-2 2020),20.000,28/06/2022,15/07/2025
SolaX Power Network Technology (Zhe jiang) Co Ltd,X3 Pro,X3-PRO-25K-G2 (AS4777-2 2020),25.000,28/06/2022,15/07/2025
SolaX Power Network Technology (Zhe jiang) Co Ltd,X3 Pro,X3-PRO-30K-G2 (AS4777-2 2020),30.000,28/06/2022,15/07/2025
SolaX Power Network Technology (Zhe jiang) Co Ltd,X3 Pro,X3-PRO-8K-G2 (AS4777-2 2020),8.000,28/06/2022,15/07/2025
SolaX Power Network Technology (Zhe jiang) Co Ltd,X3-IES,X3-IES-10K (AS4777-2 2020),9.999,10/10/2024,10/10/2027
SolaX Power Network Technology (Zhe jiang) Co Ltd,X3-IES,X3-IES-12K (AS4777-2 2020),12.000,10/10/2024,10/10/2027
SolaX Power Network Technology (Zhe jiang) Co Ltd,X3-IES,X3-IES-15K (AS4777-2 2020),14.999,10/10/2024,10/10/2027
SolaX Power Network Technology (Zhe jiang) Co Ltd,X3-IES,X3-IES-5K (AS4777-2 2020),4.999,10/10/2024,10/10/2027
SolaX Power Network Technology (Zhe jiang) Co Ltd,X3-IES,X3-IES-6K (AS4777-2 2020),6.000,10/10/2024,10/10/2027
SolaX Power Network Technology (Zhe jiang) Co Ltd,X3-IES,X3-IES-8K (AS4777-2 2020),8.000,10/10/2024,10/10/2027
SolaX Power Network Technology (Zhe jiang) Co Ltd,X3-MIC G2,X3-MIC-10K-G2 (AS4777-2 2020),9.999,15/08/2025,30/05/2027
SolaX Power Network Technology (Zhe jiang) Co Ltd,X3-MIC G2,X3-MIC-12K-G2 (AS4777-2 2020),12.000,15/08/2025,30/05/2027
SolaX Power Network Technology (Zhe jiang) Co Ltd,X3-MIC G2,X3-MIC-15K-G2 (AS4777-2 2020),14.999,15/08/2025,30/05/2027
SolaX Power Network Technology (Zhe jiang) Co Ltd,X3-MIC G2,X3-MIC-3K-G2 (AS4777-2 2020),3.000,15/08/2025,30/05/2027
SolaX Power Network Technology (Zhe jiang) Co Ltd,X3-MIC G2,X3-MIC-4K-G2 (AS4777-2 2020),4.000,15/08/2025,30/05/2027
SolaX Power Network Technology (Zhe jiang) Co Ltd,X3-MIC G2,X3-MIC-5K-G2 (AS4777-2 2020),4.999,15/08/2025,30/05/2027
SolaX Power Network Technology (Zhe jiang) Co Ltd,X3-MIC G2,X3-MIC-6K-G2 (AS4777-2 2020),6.000,15/08/2025,30/05/2027
SolaX Power Network Technology (Zhe jiang) Co Ltd,X3-MIC G2,X3-MIC-8K-G2 (AS4777-2 2020),8.000,15/08/2025,30/05/2027
SolaX Power Network Technology (Zhe jiang) Co Ltd,X3-PRO G2,X3-PRO-10K-G2 (AS4777-2 2020),9.999,16/07/2025,8/06/2027
SolaX Power Network Technology (Zhe jiang) Co Ltd,X3-PRO G2,X3-PRO-12K-G2 (AS4777-2 2020),12.000,16/07/2025,8/06/2027
SolaX Power Network Technology (Zhe jiang) Co Ltd,X3-PRO G2,X3-PRO-15K-G2 (AS4777-2 2020),14.999,16/07/2025,8/06/2027
SolaX Power Network Technology (Zhe jiang) Co Ltd,X3-PRO G2,X3-PRO-17K-G2 (AS4777-2 2020),17.000,16/07/2025,8/06/2027
SolaX Power Network Technology (Zhe jiang) Co Ltd,X3-PRO G2,X3-PRO-20K-G2 (AS4777-2 2020),20.000,16/07/2025,8/06/2027
SolaX Power Network Technology (Zhe jiang) Co Ltd,X3-PRO G2,X3-PRO-25K-G2 (AS4777-2 2020),25.000,16/07/2025,8/06/2027
SolaX Power Network Technology (Zhe jiang) Co Ltd,X3-PRO G2,X3-PRO-30K-G2 (AS4777-2 2020),29.999,16/07/2025,8/06/2027
SolaX Power Network Technology (Zhe jiang) Co Ltd,X3-PRO G2,X3-PRO-8K-G2 (AS4777-2 2020),8.000,16/07/2025,8/06/2027
SolaX Power Network Technology (Zhe jiang) Co Ltd,X3-ULT,X3-ULT-15K (AS4777-2 2020),14.999,25/06/2024,25/06/2027
SolaX Power Network Technology (Zhe jiang) Co Ltd,X3-ULT,X3-ULT-15KP (AS4777-2 2020),14.999,25/06/2024,25/06/2027
SolaX Power Network Technology (Zhe jiang) Co Ltd,X3-ULT,X3-ULT-19.9K (AS4777-2 2020),19.999,25/06/2024,25/06/2027
SolaX Power Network Technology (Zhe jiang) Co Ltd,X3-ULT,X3-ULT-20K (AS4777-2 2020),20.000,25/06/2024,25/06/2027
SolaX Power Network Technology (Zhe jiang) Co Ltd,X3-ULT,X3-ULT-25K (AS4777-2 2020),25.000,25/06/2024,25/06/2027
SolaX Power Network Technology (Zhe jiang) Co Ltd,X3-ULT,X3-ULT-30K (AS4777-2 2020),29.999,25/06/2024,25/06/2027
SolaX Power Network Technology (Zhejiang) Co Ltd,X1-VAST,X1-VAST-10K (AS4777-2 2020),9.999,16/05/2025,16/05/2028
SolaX Power Network Technology (Zhejiang) Co Ltd,X1-VAST,X1-VAST-5K (AS4777-2 2020),4.999,16/05/2025,16/05/2028
SolaX Power Network Technology (Zhejiang) Co Ltd,X1-VAST,X1-VAST-6K (AS4777-2 2020),6.000,16/05/2025,16/05/2028
SolaX Power Network Technology (Zhejiang) Co Ltd,X1-VAST,X1-VAST-8K (AS4777-2 2020),8.000,16/05/2025,16/05/2028
SolaX Power Network Technology Zhejiang Co Ltd,X1 Fit,X1-Fit-3.7E (AS4777-2 2020),3.680,9/02/2022,9/02/2025
SolaX Power Network Technology Zhejiang Co Ltd,X1 Fit,X1-Fit-3.7I (AS4777-2 2020),3.680,9/02/2022,9/02/2025
SolaX Power Network Technology Zhejiang Co Ltd,X1 Fit,X1-Fit-4.6E (AS4777-2 2020),4.600,9/02/2022,9/02/2025
SolaX Power Network Technology Zhejiang Co Ltd,X1 Fit,X1-Fit-4.6I (AS4777-2 2020),4.600,9/02/2022,9/02/2025
SolaX Power Network Technology Zhejiang Co Ltd,X1 Fit,X1-Fit-5.0E (AS4777-2 2020),4.999,9/02/2022,9/02/2025
SolaX Power Network Technology Zhejiang Co Ltd,X1 Fit,X1-Fit-5.0I (AS4777-2 2020),4.999,9/02/2022,9/02/2025
SolaX Power Network Technology Zhejiang Co Ltd,X1 Smart,X1-6.0-T-N (AS4777-2 2020),6.000,28/04/2022,28/04/2025
SolaX Power Network Technology Zhejiang Co Ltd,X1 Smart,X1-7.0-T-N (AS4777-2 2020),7.000,28/04/2022,28/04/2025
SolaX Power Network Technology Zhejiang Co Ltd,X1 Smart,X1-8.0-T-N (AS4777-2 2020),8.000,28/04/2022,28/04/2025
SolaX Power Network Technology Zhejiang Co Ltd,X1-Boost,X1-3.0-T-N(L) (AS4777-2 2020),3.000,8/12/2021,23/07/2025
SolaX Power Network Technology Zhejiang Co Ltd,X1-Boost,X1-5.0-T-N(L) (AS4777-2 2020),5.000,8/12/2021,23/07/2025
SolaX Power Network Technology Zhejiang Co Ltd,X1-BOOST G3,X1-3.0-T-D(L) (AS4777-2 2020),3.000,22/06/2022,31/07/2025
SolaX Power Network Technology Zhejiang Co Ltd,X1-BOOST G3,X1-3.3-T-D(L) (AS4777-2 2020),3.300,22/06/2022,31/07/2025
SolaX Power Network Technology Zhejiang Co Ltd,X1-BOOST G3,X1-3.6-T-D(L) (AS4777-2 2020),3.680,22/06/2022,31/07/2025
SolaX Power Network Technology Zhejiang Co Ltd,X1-BOOST G3,X1-4.2-T-D(L) (AS4777-2 2020),4.200,22/06/2022,31/07/2025
SolaX Power Network Technology Zhejiang Co Ltd,X1-BOOST G3,X1-5.0-T-D(L) (AS4777-2 2020),5.000,22/06/2022,31/07/2025
SolaX Power Network Technology Zhejiang Co Ltd,X1-BOOST G3,X1-6K-T-D(L) (AS4777-2 2020),6.000,22/06/2022,31/07/2025
SolaX Power Network Technology Zhejiang Co Ltd,X3 Hybrid,X3-Hybrid-10.0-D (AS4777-2 2020),10.000,29/06/2022,26/06/2025
SolaX Power Network Technology Zhejiang Co Ltd,X3 Hybrid,X3-Hybrid-12.0-D (AS4777-2 2020),12.000,29/06/2022,26/06/2025
SolaX Power Network Technology Zhejiang Co Ltd,X3 Hybrid,X3-Hybrid-15.0-D (AS4777-2 2020),15.000,29/06/2022,26/06/2025
SolaX Power Network Technology Zhejiang Co Ltd,X3 Hybrid,X3-Hybrid-5.0-D (AS4777-2 2020),5.000,29/06/2022,26/06/2025
SolaX Power Network Technology Zhejiang Co Ltd,X3 Hybrid,X3-Hybrid-6.0-D (AS4777-2 2020),6.000,29/06/2022,26/06/2025
SolaX Power Network Technology Zhejiang Co Ltd,X3 Hybrid,X3-Hybrid-8.0-D (AS4777-2 2020),8.000,29/06/2022,26/06/2025
Soltaro Pty Ltd ATF Soltaro Unit Trust,AIO2-INS,AIO2-INS-5000 (AS4777-2 2020),5.000,17/06/2022,8/08/2025
SONNEN AUSTRALIA PTY LIMITED,sonnenBatterie,sonnenBatterie Evo (AS4777-2 2020),5.000,27/06/2022,25/09/2025
SONNEN AUSTRALIA PTY LIMITED,sonnenBatterie Hybrid,sonnenBatterie Hybrid 9.53/10 (AS4777-2 2020),4.600,12/08/2022,12/08/2025
SONNEN AUSTRALIA PTY LIMITED,sonnenBatterie Hybrid,sonnenBatterie Hybrid 9.53/10 + sonnenProtect (AS4777-2 2020),4.600,12/08/2022,12/08/2025
SONNEN AUSTRALIA PTY LIMITED,sonnenBatterie Hybrid,sonnenBatterie Hybrid 9.53/12.5 (AS4777-2 2020),4.600,12/08/2022,12/08/2025
SONNEN AUSTRALIA PTY LIMITED,sonnenBatterie Hybrid,sonnenBatterie Hybrid 9.53/12.5 + sonnenProtect (AS4777-2 2020),4.600,12/08/2022,12/08/2025
SONNEN AUSTRALIA PTY LIMITED,sonnenBatterie Hybrid,sonnenBatterie Hybrid 9.53/15 (AS4777-2 2020),4.600,12/08/2022,12/08/2025
SONNEN AUSTRALIA PTY LIMITED,sonnenBatterie Hybrid,sonnenBatterie Hybrid 9.53/15 + sonnenProtect (AS4777-2 2020),4.600,12/08/2022,12/08/2025
SONNEN AUSTRALIA PTY LIMITED,sonnenBatterie Hybrid,sonnenBatterie Hybrid 9.53/2.5 (AS4777-2 2020),4.600,12/08/2022,12/08/2025
SONNEN AUSTRALIA PTY LIMITED,sonnenBatterie Hybrid,sonnenBatterie Hybrid 9.53/2.5 + sonnenProtect (AS4777-2 2020),4.600,12/08/2022,12/08/2025
SONNEN AUSTRALIA PTY LIMITED,sonnenBatterie Hybrid,sonnenBatterie Hybrid 9.53/5 (AS4777-2 2020),4.600,12/08/2022,12/08/2025
SONNEN AUSTRALIA PTY LIMITED,sonnenBatterie Hybrid,sonnenBatterie Hybrid 9.53/5 + sonnenProtect (AS4777-2 2020),4.600,12/08/2022,12/08/2025
SONNEN AUSTRALIA PTY LIMITED,sonnenBatterie Hybrid,sonnenBatterie Hybrid 9.53/7.5 (AS4777-2 2020),4.600,12/08/2022,12/08/2025
SONNEN AUSTRALIA PTY LIMITED,sonnenBatterie Hybrid,sonnenBatterie Hybrid 9.53/7.5 + sonnenProtect (AS4777-2 2020),4.600,12/08/2022,12/08/2025
Studer Innotec SA,Xtender,XTH 3000-12,2.500,7/12/2023,7/12/2026
Studer Innotec SA,Xtender,XTH 5000-24,4.500,7/12/2023,7/12/2026
Studer Innotec SA,Xtender,XTH 6000-48,5.000,7/12/2023,7/12/2026
Studer Innotec SA,Xtender,XTH 8000-48,7.000,7/12/2023,7/12/2026
Sungrow Power Supply Co Ltd,Commercial,SC110CX (AS4777-2 2020),110.000,15/01/2025,15/01/2028
Sungrow Power Supply Co Ltd,Commercial,SC50HV (AS4777-2 2020),50.000,27/01/2022,28/01/2028
Sungrow Power Supply Co Ltd,Commercial,SC50HV-20 (AS4777-2 2020),50.000,27/01/2022,27/01/2025
Sungrow Power Supply Co Ltd,CX,SG110CX (AS4777-2 2020),110.000,12/03/2022,19/11/2027
Sungrow Power Supply Co Ltd,CX,SG110CX-NI (AS4777-2 2020),110.000,16/05/2023,16/05/2026
Sungrow Power Supply Co Ltd,CX,SG110CX-P2 (AS4777-2 2020),110.000,18/01/2023,18/01/2026
Sungrow Power Supply Co Ltd,CX,SG30CX (AS4777-2 2020),29.900,22/11/2021,23/11/2027
Sungrow Power Supply Co Ltd,CX,SG30CX-P2 (AS4777-2 2020),29.900,18/01/2023,18/01/2026
Sungrow Power Supply Co Ltd,CX,SG50CX (AS4777-2 2020),50.000,22/11/2021,23/11/2027
Sungrow Power Supply Co Ltd,CX,SG50CX-NI (AS4777-2 2020),50.000,16/05/2023,16/05/2026
Sungrow Power Supply Co Ltd,CX,SG50CX-P2 (AS4777-2 2020),50.000,18/01/2023,18/01/2026
Sungrow Power Supply Co Ltd,Residential,SG10RS (AS4777-2 2020),9.999,26/04/2023,7/07/2028
Sungrow Power Supply Co Ltd,Residential,SG2.0RS-S (AS4777-2 2020),2.000,12/04/2022,7/07/2028
Sungrow Power Supply Co Ltd,Residential,SG2K5-S (AS4777-2 2020),2.500,8/12/2021,8/12/2024
Sungrow Power Supply Co Ltd,Residential,SG2K5-S-NI (AS4777-2 2020),2.500,28/06/2022,28/06/2025
Sungrow Power Supply Co Ltd,Residential,SG2K-S (AS4777-2 2020),2.000,8/12/2021,8/12/2024
Sungrow Power Supply Co Ltd,Residential,SG2K-S-NI (AS4777-2 2020),2.000,28/06/2022,28/06/2025
Sungrow Power Supply Co Ltd,Residential,SG3.0RS (AS4777-2 2020),3.000,12/04/2022,7/07/2028
Sungrow Power Supply Co Ltd,Residential,SG3K-D (AS4777-2 2020),3.000,8/12/2021,8/12/2024
Sungrow Power Supply Co Ltd,Residential,SG3K-S (AS4777-2 2020),3.000,8/12/2021,8/12/2024
Sungrow Power Supply Co Ltd,Residential,SG3K-S-NI (AS4777-2 2020),3.000,28/06/2022,28/06/2025
Sungrow Power Supply Co Ltd,Residential,SG5.0RS (AS4777-2 2020),4.999,12/04/2022,7/07/2028
Sungrow Power Supply Co Ltd,Residential,SG5.0RS-ADA (AS4777-2 2020),4.999,12/04/2022,7/07/2028
Sungrow Power Supply Co Ltd,Residential,SG5K-D (AS4777-2 2020),4.999,8/12/2021,8/12/2024
Sungrow Power Supply Co Ltd,Residential,SG5K-D-NI (AS4777-2 2020),4.999,2/08/2022,2/08/2025
Sungrow Power Supply Co Ltd,Residential,SG8.0RS (AS4777-2 2020),8.000,12/04/2022,7/07/2028
Sungrow Power Supply Co Ltd,Residential,SG8K-D (AS4777-2 2020),8.000,8/12/2021,8/12/2024
Sungrow Power Supply Co Ltd,Residential,SH10RS (AS4777-2 2020),9.999,13/05/2023,13/05/2026
Sungrow Power Supply Co Ltd,Residential,SH10T (AS4777-2 2020),10.000,14/08/2024,14/08/2027
Sungrow Power Supply Co Ltd,Residential,SH15T (AS4777-2 2020),15.000,18/04/2024,18/04/2027
Sungrow Power Supply Co Ltd,Residential,SH20T (AS4777-2 2020),20.000,18/04/2024,18/04/2027
Sungrow Power Supply Co Ltd,Residential,SH25T (AS4777-2 2020),25.000,18/04/2024,18/04/2027
Sungrow Power Supply Co Ltd,Residential,SH5.0RS (AS4777-2 2020),4.999,15/12/2021,29/01/2025
Sungrow Power Supply Co Ltd,Residential,SH5K-30 (AS4777-2 2020),4.990,20/05/2022,29/12/2024
Sungrow Power Supply Co Ltd,Residential,SH5T (AS4777-2 2020),5.000,14/08/2024,14/08/2027
Sungrow Power Supply Co Ltd,Residential,SH6.0RS (AS4777-2 2020),6.000,15/12/2021,29/01/2025
Sungrow Power Supply Co Ltd,Residential,SH8.0RS (AS4777-2 2020),8.000,13/05/2023,13/05/2026
Sungrow Power Supply Co Ltd,Residential Hybrid,SH5.0RS (AS4777-2 2020),4.999,30/01/2025,30/01/2028
Sungrow Power Supply Co Ltd,Residential Hybrid,SH6.0RS (AS4777-2 2020),6.000,30/01/2025,30/01/2028
Sungrow Power Supply Co Ltd,RT,SG10RT (AS4777-2 2020),9.999,24/04/2023,27/02/2028
Sungrow Power Supply Co Ltd,RT,SG15RT (AS4777-2 2020),15.000,16/12/2021,27/02/2028
Sungrow Power Supply Co Ltd,RT,SG20RT (AS4777-2 2020),20.000,16/12/2021,27/02/2028
Sungrow Power Supply Co Ltd,RT,SG5.0RT (AS4777-2 2020),5.000,16/12/2021,27/02/2028
Sungrow Power Supply Co Ltd,RT,SG7.0RT (AS4777-2 2020),6.999,16/12/2021,27/02/2028
Sungrow Power Supply Co Ltd,RT,SG8.0RT (AS4777-2 2020),8.000,16/12/2021,27/02/2028
Sungrow Power Supply Co Ltd,RT,SH10RT (AS4777-2 2020),9.999,24/04/2023,17/12/2027
Sungrow Power Supply Co Ltd,RT,SH5.0RT (AS4777-2 2020),5.000,16/12/2021,17/12/2027
SUNSYNK AUSTRALIA PTY LTD,HYBRID INVERTER,SUNSYNK-10K-SG04LP3 (AS4777-2 2020),10.000,16/05/2022,9/11/2025
SUNSYNK AUSTRALIA PTY LTD,HYBRID INVERTER,SUNSYNK-12K-SG01LP1 (AS4777-2 2020),12.000,18/08/2025,31/07/2028
SUNSYNK AUSTRALIA PTY LTD,HYBRID INVERTER,SUNSYNK-12K-SG04LP3 (AS4777-2 2020),12.000,16/05/2022,9/11/2025
SUNSYNK AUSTRALIA PTY LTD,HYBRID INVERTER,SUNSYNK-14K-SG01LP1 (AS4777-2 2020),14.000,18/08/2025,31/07/2028
SUNSYNK AUSTRALIA PTY LTD,HYBRID INVERTER,SUNSYNK-16K-SG01LP1 (AS4777-2 2020),16.000,18/08/2025,31/07/2028
SUNSYNK AUSTRALIA PTY LTD,HYBRID INVERTER,SUNSYNK-5K-SG04LP1 (AS4777-2 2020),5.000,16/05/2022,9/11/2025
SUNSYNK AUSTRALIA PTY LTD,HYBRID INVERTER,SUNSYNK-8K-SG04LP3 (AS4777-2 2020),8.000,16/05/2022,9/11/2025
SUNSYNK AUSTRALIA PTY LTD,HYBRID INVERTER,SUNSYNK-8K-SG05LP1 (AS4777-2 2020),8.000,19/10/2022,19/10/2025
SUNSYNK AUSTRALIA PTY LTD,THREE-PHASE HYBRID INVERTER,SUNSYNK-29.9K-SG01HP3-AU-BM3-C2 (AS4777-2 2020),29.900,20/08/2025,20/08/2028
SUNSYNK AUSTRALIA PTY LTD,THREE-PHASE HYBRID INVERTER,SUNSYNK-30K-SG01HP3-AU-BM3-C2 (AS4777-2 2020),30.000,20/08/2025,20/08/2028
SUNSYNK AUSTRALIA PTY LTD,THREE-PHASE HYBRID INVERTER,SUNSYNK-35K-SG01HP3-AU-BM3-C2 (AS4777-2 2020),35.000,20/08/2025,20/08/2028
SUNSYNK AUSTRALIA PTY LTD,THREE-PHASE HYBRID INVERTER,SUNSYNK-40K-SG01HP3-AU-BM4-C2 (AS4777-2 2020),40.000,20/08/2025,20/08/2028
SUNSYNK AUSTRALIA PTY LTD,THREE-PHASE HYBRID INVERTER,SUNSYNK-50K-SG01HP3-AU-BM4-C2 (AS4777-2 2020),50.000,20/08/2025,20/08/2028
Suzhou Bytewatt Technology Co Ltd,BW,BW-INV-SPB5K (AS4777-2 2020),5.000,22/05/2023,22/05/2026
Suzhou Bytewatt Technology Co Ltd,BW,BW-INV-SPH3.6K (AS4777-2 2020),3.680,22/05/2023,22/05/2026
Suzhou Bytewatt Technology Co Ltd,BW,BW-INV-SPH5K (AS4777-2 2020),5.000,22/05/2023,22/05/2026
Suzhou Hypontech Co Ltd,HPS,HPS-3000DL (AS4777-2 2020),3.300,27/04/2022,27/04/2025
Suzhou Hypontech Co Ltd,HPS,HPS-3680D (AS4777-2 2020),3.680,27/04/2022,27/04/2025
Suzhou Hypontech Co Ltd,HPS,HPS-4000D (AS4777-2 2020),4.400,27/04/2022,27/04/2025
Suzhou Hypontech Co Ltd,HPS,HPS-5000D (AS4777-2 2020),5.000,27/04/2022,27/04/2025
Suzhou Hypontech Co Ltd,HPS,HPS-6000D (AS4777-2 2020),6.000,27/04/2022,27/04/2025
Suzhou Hypontech Co Ltd,HPS,HPS-7000 (AS4777-2 2020),7.700,16/08/2021,16/08/2024
Suzhou Hypontech Co Ltd,HPS,HPS-8000 (AS4777-2 2020),8.500,16/08/2021,16/08/2024
Suzhou Hypontech Co Ltd,HPS,HPS-9000 (AS4777-2 2020),9.000,16/08/2021,16/08/2024
Suzhou Stealth Energy Technology Co Ltd,ST,ST-INV-S3.0 (AS4777-2 2020),3.000,2/11/2023,2/11/2026
Suzhou Stealth Energy Technology Co Ltd,ST,ST-INV-S5.0 (AS4777-2 2020),4.991,2/11/2023,2/11/2026
TBB POWER CO LTD,Apollo Matrix,Apollo Matrix 3.0S,3.000,6/06/2023,6/06/2026
TBB POWER CO LTD,Apollo Matrix,Apollo Matrix 5.0S,5.000,6/06/2023,6/06/2026
TBB POWER CO LTD,CK,CK4.0S,4.000,6/06/2023,6/06/2026
TBB POWER CO LTD,CK,CK5.0S,5.000,6/06/2023,6/06/2026
TBB POWER CO LTD,CK,CK6.0S,6.000,6/06/2023,6/06/2026
TBB POWER CO LTD,CK,CK8.0S,8.000,6/06/2023,6/06/2026
